"code,flightnum,depicao,arricao,route,aircraft,flightlevel,distance,deptime,arrtime,flighttime,notes,price,flighttype,daysofweek,enabled,"" week1"","" week2"","" week3"","" week4"""
"ONE,6000,SBGR,SBRJ,,A319ONE,27000,197.627,06:40,"" 07:45"","" 1.45"","" "","" 110"","" P"","" 0123456"","" 1"","" 0123456"","" 0123456"","" 0123456"","" 0123456"""
